3.0,14.0,128.0,0.01,0.0,1.0,38.0,0.0,1.0,20.0,0.016424626169162522,0.1281357097422867,0.016424626169162522,0.09099470887357053
3.0,14.0,128.0,0.01,0.0,1.0,38.0,0.0,1.0,20.0,0.016424626169162522,0.1281357097422867,0.016424626169162522,0.09099470887357053
3.0,14.0,128.0,0.01,0.0,1.0,38.0,0.0,1.0,20.0,0.016424626169162522,0.1281357097422867,0.016424626169162522,0.09099470887357053
3.0,14.0,128.0,0.01,0.0,1.0,38.0,0.0,1.0,20.0,0.016424626169162522,0.1281357097422867,0.016424626169162522,0.09099470887357053
2.0,13.0,256.0,0.01,0.0,1.0,34.0,0.0,2.0,30.0,0.01732445837988778,0.12970938224835143,0.01732445837988778,0.10149605615574511
2.0,14.0,256.0,0.01,0.0,1.0,34.0,0.0,4.0,30.0,0.01764418004650003,0.13072108338399588,0.01764418004650003,0.10824728611638067
2.0,14.0,256.0,0.01,0.0,1.0,34.0,0.0,4.0,30.0,0.01764418004650003,0.13072108338399588,0.01764418004650003,0.10824728611638067
2.0,14.0,256.0,0.01,0.0,1.0,34.0,0.0,4.0,30.0,0.01764418004650003,0.13072108338399588,0.01764418004650003,0.10824728611638067
2.0,14.0,256.0,0.01,0.0,1.0,34.0,0.0,4.0,30.0,0.01764418004650003,0.13072108338399588,0.01764418004650003,0.10824728611638067
2.0,12.0,256.0,0.01,0.0,1.0,34.0,0.0,2.0,30.0,0.020522141814343583,0.1322114440139035,0.020522141814343583,0.1181926810381475
2.0,12.0,256.0,0.01,0.0,1.0,34.0,0.0,2.0,30.0,0.020522141814343583,0.1322114440139035,0.020522141814343583,0.1181926810381475
2.0,8.0,256.0,0.01,0.0,1.0,32.0,0.0,2.0,30.0,0.024928103800578447,0.15554580072434782,0.024928103800578447,0.2739062634246693
2.0,12.0,256.0,0.01,0.0,1.0,34.0,0.0,2.0,30.0,0.020522141814343583,0.1322114440139035,0.020522141814343583,0.1181926810381475
2.0,14.0,128.0,0.01,0.0,2.0,30.0,0.0,1.0,20.0,0.013169501174482866,0.11449975735408503,0.013169501174482866,0.0
2.0,14.0,128.0,0.01,0.0,2.0,30.0,0.0,1.0,20.0,0.013169501174482866,0.11449975735408503,0.013169501174482866,0.0
2.0,14.0,128.0,0.01,0.0,2.0,30.0,0.0,1.0,20.0,0.013169501174482866,0.11449975735408503,0.013169501174482866,0.0
2.0,14.0,128.0,0.01,0.0,2.0,30.0,0.0,1.0,20.0,0.013169501174482866,0.11449975735408503,0.013169501174482866,0.0
2.0,14.0,128.0,0.01,0.0,2.0,30.0,0.0,1.0,20.0,0.013169501174482866,0.11449975735408503,0.013169501174482866,0.0
2.0,14.0,128.0,0.01,0.0,2.0,30.0,0.0,1.0,20.0,0.013169501174482866,0.11449975735408503,0.013169501174482866,0.0
2.0,12.0,128.0,0.005,0.0,2.0,32.0,0.0,1.0,20.0,0.02225292576437696,0.14478713016510672,0.02225292576437696,0.20211207791168304
3.0,12.0,256.0,0.005,0.0,1.0,31.0,0.0,2.0,20.0,0.06382972708526355,0.20917901936941158,0.06382972708526355,0.6318085923285738
3.0,12.0,128.0,0.005,0.0,1.0,35.0,0.0,4.0,20.0,0.02131576638350094,0.14069411405416815,0.02131576638350094,0.17479878150035644
3.0,12.0,128.0,0.005,0.0,1.0,35.0,0.0,3.0,30.0,0.020580713794138825,0.14316649071377496,0.020580713794138825,0.19129731331991515
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
2.0,14.0,256.0,0.005,1.0,1.0,35.0,0.0,2.0,30.0,0.07981389507926331,0.26435410116156577,0.07981389507926331,1.0
2.0,14.0,256.0,0.005,0.0,1.0,35.0,0.0,2.0,30.0,0.018177746965434935,0.13099945680590097,0.018177746965434935,0.11010491276124271
