2.0,13.0,256.0,0.01,0.0,1.0,33.0,0.0,4.0,30.0,0.07532628759126031,0.2742556572244563,0.07532628759126031,0.0
2.0,13.0,256.0,0.01,0.0,1.0,33.0,0.0,4.0,30.0,0.07532628759126031,0.2742556572244563,0.07532628759126031,0.0
2.0,13.0,256.0,0.01,0.0,1.0,33.0,0.0,4.0,30.0,0.07532628759126031,0.2742556572244563,0.07532628759126031,0.0
2.0,13.0,256.0,0.01,0.0,1.0,33.0,0.0,4.0,30.0,0.07532628759126031,0.2742556572244563,0.07532628759126031,0.0
2.0,13.0,256.0,0.01,0.0,1.0,33.0,0.0,4.0,30.0,0.07532628759126031,0.2742556572244563,0.07532628759126031,0.0
2.0,13.0,256.0,0.01,0.0,1.0,33.0,0.0,4.0,30.0,0.07532628759126031,0.2742556572244563,0.07532628759126031,0.0
3.0,8.0,128.0,0.005,0.0,2.0,36.0,0.0,2.0,30.0,0.08980894119516267,0.2904237796051521,0.08980894119516267,0.07407087477596846
2.0,13.0,256.0,0.1,1.0,1.0,37.0,0.0,2.0,30.0,0.264341464159856,0.49253473695177435,0.264341464159856,1.0
2.0,13.0,256.0,0.1,1.0,1.0,37.0,0.0,2.0,30.0,0.264341464159856,0.49253473695177435,0.264341464159856,1.0
2.0,9.0,256.0,0.005,0.0,2.0,37.0,0.0,1.0,30.0,0.09043811446593275,0.2980357878312083,0.09043811446593275,0.10894370013131366
2.0,9.0,256.0,0.005,0.0,2.0,37.0,0.0,1.0,30.0,0.09043811446593275,0.2980357878312083,0.09043811446593275,0.10894370013131366
2.0,9.0,256.0,0.005,0.0,2.0,37.0,0.0,1.0,30.0,0.09043811446593275,0.2980357878312083,0.09043811446593275,0.10894370013131366
2.0,9.0,256.0,0.005,0.0,2.0,37.0,0.0,1.0,30.0,0.09043811446593275,0.2980357878312083,0.09043811446593275,0.10894370013131366
3.0,10.0,128.0,0.005,0.0,1.0,37.0,0.0,2.0,20.0,0.08297912906299437,0.2855204466866291,0.08297912906299437,0.051607279434406746
2.0,9.0,128.0,0.01,0.0,2.0,38.0,0.0,2.0,20.0,0.08336660418248218,0.28588482835053824,0.08336660418248218,0.05327661789947778
3.0,8.0,128.0,0.005,0.0,2.0,30.0,0.0,2.0,20.0,0.08227973423337555,0.28066451023221595,0.08227973423337555,0.029360821090898125
3.0,13.0,128.0,0.01,0.0,2.0,38.0,0.0,3.0,20.0,0.08025925295433159,0.2832597272041727,0.08025925295433159,0.041250265444423825
3.0,13.0,128.0,0.01,0.0,2.0,38.0,0.0,3.0,20.0,0.08025925295433159,0.2832597272041727,0.08025925295433159,0.041250265444423825
2.0,8.0,128.0,0.01,0.0,2.0,38.0,0.0,1.0,20.0,0.08688117065592636,0.2926252955847779,0.08688117065592636,0.08415666028677428
3.0,13.0,128.0,0.01,0.0,2.0,38.0,0.0,3.0,20.0,0.08025925295433159,0.2832597272041727,0.08025925295433159,0.041250265444423825
3.0,7.0,256.0,0.005,0.0,2.0,31.0,0.0,3.0,30.0,0.08023154014482466,0.2826711439904836,0.08023154014482466,0.03855379442015354
3.0,7.0,256.0,0.005,0.0,2.0,31.0,0.0,3.0,30.0,0.08023154014482466,0.2826711439904836,0.08023154014482466,0.03855379442015354
3.0,9.0,256.0,0.005,0.0,2.0,32.0,0.0,1.0,20.0,0.09373700229466825,0.2996877315633271,0.09373700229466825,0.11651173520907955
3.0,7.0,256.0,0.005,0.0,2.0,31.0,0.0,3.0,30.0,0.08023154014482466,0.2826711439904836,0.08023154014482466,0.03855379442015354
3.0,8.0,128.0,0.001,0.0,2.0,40.0,0.0,3.0,20.0,0.0882908023005076,0.29700072146510814,0.0882908023005076,0.10420175982538411
3.0,8.0,128.0,0.001,0.0,2.0,40.0,0.0,3.0,20.0,0.0882908023005076,0.29700072146510814,0.0882908023005076,0.10420175982538411
3.0,12.0,128.0,0.001,0.0,1.0,40.0,0.0,2.0,30.0,0.08839348398097398,0.2913362720001725,0.08839348398097398,0.07825126804205843
3.0,12.0,128.0,0.001,0.0,1.0,40.0,0.0,2.0,30.0,0.08839348398097398,0.2913362720001725,0.08839348398097398,0.07825126804205843
2.0,8.0,256.0,0.005,0.0,2.0,40.0,0.0,1.0,30.0,0.0878904918374753,0.29558048362230843,0.0878904918374753,0.09769523687057818
2.0,8.0,256.0,0.005,0.0,2.0,40.0,0.0,1.0,30.0,0.0878904918374753,0.29558048362230843,0.0878904918374753,0.09769523687057818
2.0,12.0,256.0,0.005,0.0,2.0,40.0,0.0,1.0,30.0,0.09358997065099628,0.3009787101662162,0.09358997065099628,0.12242608396161142
