wind speed at 100m (m/s)
5.245
5.19
5.157
5.111
5.01
4.879
4.775
4.702
4.644
4.583
4.51
4.482
4.501
4.543
4.598
4.605
4.595
4.583
4.547
4.522
4.519
4.507
4.479
4.443
4.397
4.379
4.354
4.336
4.336
4.299
4.196
4.061
3.93
3.829
3.79
3.771
3.72
3.631
3.555
3.518
3.515
3.512
3.488
3.442
3.414
3.338
3.256
3.195
3.143
3.106
3.018
2.954
2.899
2.831
2.777
2.743
2.722
2.716
2.716
2.664
2.563
2.453
2.374
2.34
2.304
2.255
2.188
2.114
2.053
2.026
2.035
2.029
1.983
1.937
1.895
1.846
1.831
1.831
1.821
1.803
1.797
1.785
1.794
1.809
1.828
1.831
1.815
1.806
1.8
1.791
1.773
1.77
1.766
1.742
1.712
1.678
1.62
1.568
1.519
1.473
1.443
1.434
1.449
1.446
1.397
1.339
1.29
1.281
1.266
1.245
1.223
1.217
1.214
1.199
1.245
1.303
1.333
1.367
1.391
1.354
1.309
1.324
1.354
1.367
1.367
1.382
1.428
1.461
1.501
1.519
1.525
1.565
1.589
1.574
1.568
1.583
1.593
1.586
1.586
1.58
1.608
1.654
1.681
1.705
1.754
1.821
1.901
2.008
2.12
2.224
2.325
2.401
2.459
2.514
2.56
2.615
2.67
2.761
2.847
2.926
3.018
3.131
3.228
3.32
3.411
3.506
3.558
3.573
3.601
3.649
3.689
3.698
3.738
3.799
3.869
3.964
4.052
4.11
4.165
4.223
4.293
4.388
4.477
4.544
4.611
4.681
4.742
4.809
4.885
4.94
4.998
5.09
5.157
5.224
5.319
5.42
5.493
5.569
5.655
5.734
5.838
5.932
5.987
6.033
6.094
6.149
6.219
6.292
6.359
6.427
6.488
6.533
6.591
6.668
6.753
6.851
6.973
7.074
7.138
7.18
7.199
7.214
7.196
7.156
7.119
7.104
7.11
7.125
7.134
7.162
7.205
7.226
7.217
7.192
7.156
7.101
7.043
7.003
6.988
7.015
7.067
7.131
7.199
7.247
7.284
7.305
7.327
7.351
7.366
7.366
7.348
7.315
7.284
7.26
7.25
7.226
7.189
7.156
7.153
7.174
7.202
7.229
7.247
7.257
7.26
7.244
7.232
7.232
7.214
7.192
7.229
7.315
7.443
7.638
7.879
8.145
8.383
8.584
8.721
8.801
8.807
8.786
8.767
8.773
8.795
8.81
8.795
8.773
8.767
8.795
8.865
8.941
9.027
9.14
9.262
9.372
9.481
9.613
9.793
10.04
10.29
10.537
10.745
10.864
10.901
10.91
10.913
10.885
10.855
10.815
10.772
10.724
10.681
10.672
10.672
10.666
10.65
10.632
10.641
10.629
10.577
10.516
10.485
10.51
10.58
10.663
10.736
10.782
10.812
10.84
10.87
10.913
10.955
11.004
11.065
11.145
11.215
11.261
11.322
11.371
11.392
11.395
11.404
11.416
11.462
11.505
11.548
11.6
11.633
11.658
11.664
11.685
11.676
11.661
11.667
11.673
11.673
11.688
11.7
11.706
11.709
11.731
11.722
11.694
11.679
11.688
11.715
11.776
11.865
11.926
11.96
11.978
11.99
12.018
12.042
12.057
12.048
12.057
12.094
12.121
12.137
12.146
12.137
12.14
12.131
12.085
12.033
12.002
12.03
12.051
12.048
12.076
12.112
12.146
12.179
12.189
12.204
12.222
12.216
12.225
12.228
12.225
12.225
12.185
12.146
12.143
12.17
12.246
12.283
12.262
12.231
12.204
12.167
12.146
12.124
12.127
12.158
12.167
12.182
12.198
12.186
12.179
12.204
12.259
12.317
12.347
12.347
12.347
12.338
12.326
12.347
12.399
12.417
12.417
12.414
12.384
12.353
12.347
12.375
12.43
12.506
12.607
12.717
12.808
12.894
12.961
12.997
13.055
13.049
13.046
13.077
13.116
13.168
13.226
13.275
13.315
13.339
13.324
13.318
13.293
13.26
13.223
13.187
13.174
13.168
13.174
13.177
13.18
13.183
13.202
13.214
13.254
13.275
13.29
13.302
13.287
13.284
13.312
13.324
13.305
13.248
13.174
13.11
13.061
13.028
12.997
12.976
12.942
12.927
12.936
12.927
12.884
12.787
12.726
12.668
12.591
12.524
12.469
12.427
12.384
12.326
12.25
12.185
12.097
11.987
11.886
11.804
11.722
11.648
11.59
11.523
11.429
11.337
11.276
11.224
11.163
11.13
11.105
11.087
11.05
11.023
10.989
10.943
10.879
10.864
10.913
10.998
11.056
11.044
10.995
10.928
10.846
10.751
10.672
10.608
10.562
10.55
10.55
10.583
10.635
10.687
10.739
10.763
10.76
10.754
10.748
10.736
10.724
10.702
10.69
10.687
10.684
10.663
10.684
10.678
10.638
10.592
10.528
10.461
10.406
10.364
10.367
10.376
10.388
10.385
10.363
10.351
10.336
10.321
10.305
10.278
10.223
10.199
10.205
10.205
10.22
10.247
10.281
10.29
10.29
10.26
10.177
10.083
10.015
9.988
9.994
10.009
10.037
10.064
10.092
10.113
10.122
10.095
10.034
9.945
9.838
9.756
9.725
9.765
9.826
9.863
9.866
9.823
9.796
9.78
9.759
9.707
9.625
9.539
9.475
9.448
9.426
9.39
9.368
9.356
9.347
9.335
9.353
9.42
9.527
9.646
9.738
9.774
9.771
9.71
9.652
9.652
9.716
9.805
9.832
9.811
9.765
9.71
9.643
9.564
9.457
9.35
9.292
9.292
9.295
9.252
9.164
9.066
8.965
8.862
8.712
8.608
8.562
8.544
8.498
8.395
8.224
8.044
7.888
7.729
7.564
7.476
7.449
7.415
7.333
7.253
7.232
7.229
7.208
7.192
7.165
7.104
7.058
7.009
6.924
6.832
6.777
6.75
6.695
6.597
6.524
6.481
6.429
6.378
6.35
6.326
6.283
6.222
6.161
6.158
6.228
6.307
6.344
6.307
6.194
6.017
5.807
5.581
5.383
5.212
5.053
4.925
4.824
4.745
4.669
4.589
4.513
4.412
4.275
4.147
4.052
3.994
3.921
3.835
3.799
3.787
3.738
3.637
3.472
3.295
3.173
3.076
2.95
2.822
2.661
2.499
2.383
2.282
2.181
2.075
1.977
1.895
1.864
1.837
1.794
1.73
1.672
1.605
1.501
1.403
1.397
1.437
1.489
1.541
1.596
1.626
1.626
1.62
1.626
1.62
1.589
1.534
1.428
1.303
1.232
1.205
1.181
1.132
1.065
1
0.964
0.97
0.991
0.991
0.961
0.93
0.915
0.909
0.897
0.86
0.808
0.766
0.753
0.784
0.851
0.97
1.104
1.248
1.385
1.492
1.583
1.696
1.837
1.953
2.044
2.139
2.276
2.456
2.612
2.731
2.889
3.127
3.439
3.774
4.07
4.287
4.43
4.534
4.629
4.733
4.873
5.041
5.218
5.419
5.627
5.825
5.99
6.121
6.258
6.396
6.524
6.664
6.786
6.89
6.997
7.104
7.186
7.256
7.305
7.314
7.266
7.223
7.211
7.256
7.33
7.418
7.513
7.632
7.797
7.94
8.013
8.044
8.083
8.129
8.187
8.248
8.312
8.38
8.468
8.557
8.624
8.682
8.767
8.88
9.03
9.204
9.365
9.518
9.67
9.805
9.902
10.024
10.186
10.351
10.534
10.757
10.98
11.141
11.263
11.376
11.508
11.66
11.819
11.901
11.917
11.917
11.926
11.972
12.014
12.045
12.066
12.075
12.075
12.121
12.246
12.402
12.536
12.637
12.707
12.747
12.792
12.835
12.89
12.933
12.918
12.884
12.86
12.829
12.817
12.802
12.747
12.64
12.518
12.426
12.335
12.24
12.158
12.063
11.987
11.886
11.727
11.578
11.45
11.407
11.373
11.346
11.312
11.291
11.276
11.227
11.169
11.172
11.196
11.251
11.288
11.282
11.242
11.199
11.141
11.087
11.019
10.928
10.842
10.818
10.803
10.806
10.794
10.766
10.717
10.638
10.555
10.449
10.327
10.198
10.101
9.982
9.85
9.756
9.622
9.551
9.524
9.536
9.558
9.585
9.588
9.524
9.472
9.442
9.423
9.423
9.42
9.445
9.451
9.439
9.432
9.442
9.417
9.408
9.387
9.344
9.326
9.298
9.289
9.292
9.326
9.374
9.374
9.381
9.362
9.381
9.42
9.478
9.524
9.521
9.484
9.417
9.341
9.24
9.149
9.088
9.072
9.112
9.204
9.28
9.372
9.457
9.481
9.515
9.558
9.607
9.689
9.796
9.875
10.019
10.098
10.092
10.174
10.266
10.299
10.26
10.26
10.263
10.269
10.266
10.22
10.241
10.238
10.199
10.339
10.464
10.574
10.711
10.855
10.953
10.971
10.956
10.922
10.852
10.797
10.785
10.763
10.739
10.733
10.739
10.666
10.568
10.519
10.495
10.449
10.361
10.248
10.12
9.994
9.906
9.854
9.82
9.799
9.787
9.778
9.769
9.741
9.75
9.769
9.766
9.778
9.769
9.726
9.659
9.576
9.534
9.524
9.503
9.473
9.451
9.457
9.457
9.439
9.396
9.357
9.293
9.195
9.082
9.021
9
9.006
9.048
9.073
9.07
9.042
9.027
9.021
9.012
8.96
8.932
8.923
8.908
8.874
8.832
8.746
8.658
8.627
8.658
8.655
8.612
8.539
8.453
8.395
8.343
8.291
8.316
8.429
8.581
8.664
8.746
8.975
9.198
9.277
9.298
9.268
9.149
8.99
8.877
8.829
8.81
8.725
8.563
8.404
8.304
8.298
8.322
8.233
8.035
7.809
7.629
7.669
7.919
8.191
8.328
8.343
8.304
8.279
8.298
8.31
8.252
8.151
8.014
7.934
7.947
8.05
8.145
8.148
8.09
8.011
7.928
7.834
7.733
7.583
7.437
7.339
7.376
7.58
7.742
7.748
7.699
7.623
7.476
7.211
6.845
6.637
6.781
7.031
7.144
7.119
7.046
6.976
6.961
7.055
7.147
7.297
7.348
7.269
7.156
7.15
7.187
7.181
7.138
7.101
7.052
7.019
6.97
6.924
6.921
6.921
6.881
6.805
6.735
6.708
6.747
6.793
6.82
6.824
6.817
6.802
6.775
6.747
6.729
6.75
6.851
7
7.095
7.116
7.074
7.004
7.013
7.153
7.303
7.358
7.318
7.284
7.312
7.379
7.419
7.37
7.266
7.199
7.205
7.226
7.22
7.214
7.196
7.162
7.156
7.254
7.422
7.614
7.818
7.962
7.937
7.77
7.599
7.522
7.51
7.544
7.626
7.73
7.797
7.751
7.571
7.361
7.223
7.248
7.431
7.663
7.8
7.827
7.763
7.733
7.806
7.962
8.133
8.267
8.252
8.041
7.867
7.992
8.316
8.529
8.453
8.127
7.724
7.458
7.391
7.412
7.461
7.55
7.632
7.647
7.589
7.461
7.355
7.361
7.452
7.403
7.181
7.059
7.248
7.666
8.053
8.178
8.075
7.785
7.437
7.226
7.336
7.782
8.279
8.468
8.209
7.712
7.254
6.946
6.973
7.126
7.263
7.504
7.855
8.209
8.523
8.774
8.935
8.996
9.021
9.051
8.975
8.706
8.49
8.542
8.743
8.874
8.847
8.737
8.621
8.536
8.597
8.826
9.036
8.984
8.645
8.334
8.291
8.432
8.56
8.651
8.728
8.746
8.764
8.813
8.804
8.664
8.462
8.368
8.456
8.606
8.658
8.615
8.566
8.593
8.716
8.877
9.015
9.07
9.076
9.051
9.005
8.966
8.954
8.999
9.073
9.091
9.051
8.966
8.85
8.752
8.706
8.731
8.755
8.752
8.716
8.658
8.581
8.45
8.294
8.139
7.959
7.794
7.699
7.672
7.687
7.715
7.711
7.681
7.653
7.58
7.486
7.412
7.345
7.287
7.217
7.113
6.991
6.884
6.796
6.744
6.741
6.726
6.598
6.372
6.103
5.856
5.658
5.542
5.526
5.612
5.81
6.045
6.143
5.96
5.581
5.258
5.127
5.215
5.429
5.596
5.633
5.645
5.691
5.661
5.355
4.812
4.254
3.796
3.488
3.323
3.253
3.28
3.436
3.686
3.949
4.129
4.177
4.086
3.894
3.656
3.433
3.225
3.057
2.932
2.844
2.795
2.774
2.78
2.786
2.746
2.645
2.496
2.288
2.087
1.944
1.87
1.87
1.916
1.974
2.014
1.995
1.931
1.852
1.788
1.727
1.669
1.641
1.629
1.623
1.589
1.51
1.361
1.129
0.79
0.43
0.329
0.485
0.698
0.878
1.077
1.263
1.388
1.476
1.562
1.62
1.666
1.721
1.769
1.815
1.889
2.004
2.108
2.203
2.31
2.407
2.49
2.551
2.578
2.557
2.484
2.389
2.356
2.377
2.441
2.511
2.578
2.648
2.752
2.856
2.96
3.07
3.179
3.271
3.323
3.353
3.384
3.414
3.448
3.491
3.527
3.585
3.656
3.732
3.842
3.976
4.101
4.208
4.296
4.367
4.418
4.464
4.476
4.495
4.534
4.577
4.602
4.614
4.592
4.574
4.528
4.431
4.348
4.26
4.183
4.098
4.037
3.973
3.924
3.897
3.863
3.842
3.833
3.842
3.854
3.866
3.888
3.903
3.906
3.906
3.888
3.857
3.784
3.701
3.662
3.625
3.57
3.549
3.564
3.622
3.677
3.701
3.704
3.674
3.646
3.665
3.704
3.744
3.793
3.82
3.854
3.9
3.946
3.961
3.943
3.912
3.875
3.817
3.784
3.765
3.738
3.708
3.695
3.704
3.729
3.765
3.848
3.982
4.116
4.238
4.345
4.449
4.534
4.605
4.687
4.791
4.864
4.913
4.983
5.044
5.084
5.133
5.178
5.233
5.3
5.352
5.419
5.468
5.459
5.45
5.465
5.471
5.493
5.499
5.49
5.48
5.483
5.505
5.551
5.612
5.673
5.746
5.819
5.883
5.932
5.99
6.024
5.978
5.96
5.978
6.051
6.161
6.301
6.42
6.5
6.515
6.494
6.515
6.582
6.674
6.726
6.732
6.732
6.781
6.881
6.948
6.976
6.985
7
7.028
7.058
7.095
7.125
7.129
7.122
7.122
7.129
7.156
7.174
7.18
7.171
7.183
7.193
7.211
7.257
7.309
7.354
7.385
7.385
7.376
7.382
7.379
7.394
7.455
7.504
7.516
7.531
7.562
7.592
7.66
7.797
7.986
8.145
8.276
8.362
8.41
8.438
8.416
8.365
8.282
8.194
8.123
8.047
7.992
7.974
7.928
7.888
7.876
7.867
7.834
7.73
7.58
7.406
7.254
7.11
7.003
6.936
6.869
6.808
6.784
6.79
6.805
6.823
6.842
6.854
6.848
6.832
6.823
6.79
6.762
6.774
6.787
6.826
6.884
6.951
6.988
6.997
7.009
7.009
7.019
7.031
7.037
7.025
7.003
6.994
7.031
7.083
7.125
7.132
7.098
7.08
7.116
7.15
7.18
7.196
7.205
7.241
7.29
7.342
7.373
7.376
7.394
7.431
7.483
7.489
7.476
7.467
7.458
7.455
7.476
7.528
7.568
7.592
7.599
7.571
7.504
7.443
7.388
7.382
7.4
7.4
7.4
7.403
7.397
7.409
7.437
7.477
7.501
7.48
7.461
7.443
7.458
7.553
7.702
7.846
7.934
7.947
7.943
7.968
8.008
8.026
8.011
7.992
7.983
7.968
7.904
7.8
7.751
7.776
7.864
7.959
8.001
7.986
7.937
7.876
7.815
7.757
7.705
7.684
7.708
7.76
7.818
7.861
7.882
7.873
7.84
7.803
7.785
7.773
7.733
7.644
7.525
7.431
7.367
7.358
7.388
7.434
7.486
7.544
7.626
7.711
7.733
7.736
7.724
7.681
7.623
7.58
7.547
7.501
7.455
7.412
7.36
7.336
7.296
7.26
7.229
7.208
7.199
7.15
7.064
6.982
6.896
6.799
6.698
6.576
6.442
6.317
6.234
6.191
6.21
6.21
6.234
6.252
6.234
6.201
6.133
6.051
5.999
5.938
5.853
5.77
5.712
5.688
5.697
5.703
5.676
5.624
5.575
5.499
5.416
5.331
5.236
5.145
5.029
4.922
4.815
4.718
4.611
4.504
4.394
4.315
4.248
4.171
4.068
3.961
3.857
3.759
3.714
3.692
3.686
3.668
3.637
3.61
3.555
3.509
3.463
3.433
3.433
3.457
3.476
3.512
3.567
3.604
3.604
3.561
3.509
3.463
3.427
3.402
3.39
3.387
3.375
3.338
3.305
3.274
3.244
3.213
3.18
3.131
3.07
3.021
2.981
2.957
2.96
2.987
3.027
3.085
3.161
3.225
3.296
3.35
3.387
3.402
3.424
3.473
3.531
3.601
3.665
3.723
3.738
3.711
3.671
3.695
3.744
3.769
3.735
3.659
3.613
3.616
3.644
3.714
3.802
3.839
3.833
3.802
3.711
3.555
3.378
3.235
3.155
3.155
3.177
3.164
3.122
3.094
3.085
3.106
3.1
3.061
2.957
2.868
2.737
2.633
2.585
2.566
2.548
2.487
2.475
2.664
3.021
3.412
3.741
3.949
3.973
3.888
3.796
3.723
3.665
3.622
3.607
3.607
3.567
3.5
3.457
3.427
3.363
3.296
3.225
3.134
3.045
2.96
2.887
2.89
3.009
3.225
3.473
3.61
3.613
3.515
3.384
3.222
3.085
2.99
2.878
2.78
2.673
2.575
2.523
2.502
2.523
2.523
2.511
2.484
2.453
2.42
2.423
2.468
2.572
2.719
