wind speed at 100m (m/s)
14.386
14.12
13.992
14.126
14.316
13.675
13.44
13.232
12.872
12.543
12.466
12.314
11.792
11.542
11.453
14.523
13.88
9.894
9.405
10.229
11.285
11.191
11.581
12.091
12.054
9.21
9.1
8.981
9.21
9.06
8.792
8.719
8.816
9.298
9.829
9.857
9.698
9.744
10.754
11.166
9.64
8.664
8.038
7.617
7.068
7.983
11.141
10.147
9.021
12.365
10.532
9.558
8.188
7.126
6.72
6.305
6.097
5.917
5.481
5.099
4.77
4.409
4.245
4.715
5.395
5.221
4.425
3.747
3.424
3.424
3.601
3.643
3.531
3.338
3.186
3.14
3.125
3.091
3.115
3.155
3.134
3.051
2.929
2.728
2.441
2.145
1.837
1.675
1.696
1.559
1.321
1.095
0.839
0.512
0.329
0.619
0.952
1.196
1.233
1.272
1.474
1.736
1.864
1.879
1.898
1.886
1.895
1.956
2.008
2.02
2.032
2.124
2.212
2.267
2.319
2.337
2.282
2.169
2.099
2.185
2.328
2.407
2.441
2.493
2.612
2.676
2.633
2.539
2.426
2.322
2.313
2.295
2.212
2.09
1.983
1.934
2.017
2.188
2.352
2.475
2.505
2.496
2.53
2.636
2.829
3.036
3.253
3.369
3.381
3.378
3.415
3.476
3.558
3.677
3.732
3.701
3.616
3.463
3.283
3.119
2.984
2.856
2.725
2.642
2.624
2.661
2.716
2.743
2.78
2.819
2.832
2.859
2.853
2.832
2.85
2.951
3.134
3.292
3.384
3.457
3.588
3.765
3.878
3.86
3.738
3.622
3.57
3.585
3.665
3.71
3.613
3.411
3.231
3.176
3.244
3.326
3.311
3.295
3.295
3.241
3.143
3.079
3.088
3.115
3.173
3.213
3.195
3.131
3.064
3.045
2.987
2.89
2.719
2.606
2.566
2.551
2.572
2.551
2.471
2.401
2.368
2.374
2.368
2.368
2.41
2.456
2.539
2.584
2.572
2.478
2.343
2.255
2.212
2.178
2.117
2.062
1.992
1.901
1.831
1.806
1.837
1.922
2.029
2.142
2.2
2.182
2.148
2.133
2.142
2.182
2.227
2.27
2.279
2.27
2.227
2.139
2.063
2.023
1.971
1.879
1.773
1.681
1.593
1.48
1.422
1.397
1.391
1.446
1.538
1.605
1.693
1.806
1.913
2.002
2.066
2.087
2.075
2.075
2.093
2.114
2.13
2.139
2.084
1.983
1.895
1.916
2.05
2.157
2.16
2.096
2.072
2.194
2.374
2.468
2.371
2.13
1.843
1.528
1.223
1.01
0.985
1.147
1.364
1.544
1.629
1.629
1.614
1.593
1.522
1.434
1.4
1.48
1.629
1.77
1.876
1.962
2.032
2.032
1.977
1.91
1.876
1.892
1.876
1.876
1.931
1.98
2.035
2.136
2.197
2.194
2.227
2.288
2.328
2.328
2.334
2.334
2.261
2.191
2.148
2.108
2.13
2.188
2.209
2.188
2.166
2.117
2.029
1.986
1.95
1.892
1.806
1.724
1.684
1.672
1.681
1.693
1.693
1.721
1.718
1.693
1.708
1.715
1.696
1.675
1.675
1.681
1.712
1.788
1.827
1.815
1.812
1.779
1.733
1.715
1.666
1.583
1.522
1.434
1.357
1.296
1.269
1.266
1.229
1.196
1.199
1.22
1.205
1.174
1.138
1.11
1.092
1.08
1.077
1.126
1.178
1.202
1.232
1.287
1.284
1.223
1.184
1.19
1.236
1.281
1.284
1.257
1.223
1.211
1.266
1.297
1.278
1.245
1.171
1.107
1.08
1.101
1.159
1.196
1.297
1.382
1.467
1.538
1.577
1.617
1.718
1.803
1.843
1.907
1.977
2.087
2.246
2.417
2.563
2.664
2.792
2.941
3.118
3.32
3.521
3.677
3.854
4.037
4.187
4.293
4.379
4.516
4.62
4.712
4.818
4.895
4.922
4.852
4.742
4.623
4.553
4.495
4.446
4.394
4.339
4.303
4.318
4.324
4.3
4.367
4.458
4.477
4.489
4.547
4.58
4.638
4.693
4.705
4.751
4.806
4.864
4.879
4.919
5.002
5.081
5.166
5.233
5.331
5.453
5.539
5.597
5.649
5.719
5.731
5.758
5.798
5.841
5.865
5.899
5.981
6.057
6.131
6.241
6.332
6.384
6.384
6.421
6.488
6.564
6.613
6.656
6.692
6.726
6.775
6.814
6.83
6.82
6.796
6.805
6.845
6.885
6.909
6.924
6.961
7.025
7.049
7.055
7.058
7.062
7.077
7.083
7.083
7.089
7.113
7.171
7.242
7.306
7.367
7.431
7.513
7.599
7.678
7.754
7.828
7.895
7.947
8.005
8.069
8.154
8.27
8.392
8.514
8.624
8.71
8.789
8.865
8.923
8.999
9.057
9.109
9.228
9.302
9.323
9.347
9.35
9.338
9.338
9.353
9.369
9.363
9.363
9.363
9.366
9.39
9.418
9.445
9.457
9.476
9.543
9.631
9.717
9.796
9.86
9.881
9.9
9.915
9.918
9.9
9.903
9.936
9.97
9.985
10.016
10.086
10.193
10.321
10.415
10.44
10.458
10.51
10.571
10.638
10.687
10.696
10.675
10.657
10.657
10.681
10.702
10.724
10.748
10.782
10.803
10.855
10.898
10.977
11.102
11.224
11.331
11.392
11.475
11.554
11.624
11.642
11.627
11.612
11.642
11.716
11.795
11.89
12.006
12.17
12.363
12.503
12.524
12.524
12.634
12.674
12.637
12.613
12.595
12.57
12.561
12.588
12.65
12.646
12.582
12.512
12.451
12.418
12.433
12.457
12.427
12.378
12.311
12.289
12.384
12.628
12.912
13.181
13.489
13.831
14.117
14.255
14.316
14.356
14.413
14.468
14.499
14.563
14.59
14.575
14.508
14.371
14.206
14.02
13.797
13.556
13.44
13.367
13.168
12.967
12.808
12.705
12.622
12.503
12.351
12.286
12.265
12.247
12.152
12.015
11.935
11.801
11.682
11.646
11.603
11.49
11.322
11.172
11.056
10.925
10.776
10.66
10.586
10.547
10.544
10.55
10.69
10.925
11.19
11.453
11.755
12.106
12.39
12.341
12.042
11.819
11.755
11.731
11.606
11.325
11.008
10.718
10.538
10.446
10.187
9.894
9.649
9.396
9.103
8.682
8.294
8.023
7.647
7.147
6.665
6.356
6.106
5.899
5.709
5.514
5.346
5.178
4.937
4.772
4.663
4.489
4.357
4.428
4.382
4.174
4.217
3.75
3.503
3.741
3.836
3.576
3.637
3.552
3.344
3.1
2.954
2.865
2.859
2.996
3.17
3.067
2.85
2.615
2.523
2.331
2.328
2.465
2.773
3.454
3.695
3.326
3.027
3.24
4.757
6.588
6.402
5.432
5.029
4.437
4.339
5.132
5.874
5.652
5.105
5.087
5.133
4.974
5.059
5.541
5.819
5.658
5.658
6.054
6.369
6.399
6.286
6.265
6.231
6.219
6.198
5.99
5.758
5.313
4.733
4.464
4.568
4.699
4.55
4.342
4.47
4.681
4.821
4.214
3.842
3.878
3.671
4.251
5.062
3.949
2.585
3.021
4.537
6.2
4.706
4.281
4.483
4.925
5.663
5.419
5.236
5.136
5.139
5.676
5.569
4.767
4.281
3.952
3.958
4.257
4.62
4.907
4.852
3.815
3.549
3.955
4.556
5.221
5.926
6.07
5.249
4.568
4.345
4.181
4.571
4.943
4.873
4.827
4.889
4.794
4.516
4.33
4.492
5.099
6.393
6.097
6.805
7.479
7.818
